sub_num,trial_num,trial_type,relation1,relation2,pair1_word1,pair1_word2,pair2_word1,pair2_word2,rating,RT
600,36,between-subtype,6a,6e,love,hating,confidant,betray,3,37479
600,37,between-subtype,4d,4h,under,over,tumor,body,2,23486
600,38,between-subtype,9c,9h,pool,swimming,question,answer,4,19049
600,39,between-subtype,2i,2c,unemployed,job,book,page,2,18227
600,40,within-subtype,5e,5e,baby,cry,fire,burn,5,13043
600,41,between-subtype,2g,2i,wall,bricks,bird,lips,2,11915
600,42,between-type,1c,6h,container,jug,sand,rough,2,36867
600,43,between-subtype,2a,2j,bicycle,wheel,prostitute,virginity,2,8587
600,44,attention check,,,representations,,simultaneously,,1,9251
600,45,between-subtype,9f,9b,winter,snow,mill,flour,6,13907
600,46,within-subtype,8h,8h,rest,exhaustion,locks,theft,4,32578
600,47,within-subtype,6f,6f,exhausted,run,angry,smile,1,15212
600,48,within-subtype,9h,9h,performance,applause,preview,movie,3,13211
600,49,within-subtype,1e,1e,planet,Earth,city,Memphis,7,25756
600,50,within-subtype,4h,4h,chip,porcelain,miscarriage,pregnancy,3,31530
600,51,between-type,6c,1c,deceit,truth,beverage,water,2,7221
600,52,between-subtype,2b,2i,arsenal,weapons,ocean,dryness,2,6579
600,53,within-subtype,8f,8f,food,nourishment,automobile,transportation,6,9795
600,54,between-subtype,9e,9g,margin,page,youth,backpack,2,34163
601,1,between-subtype,9h,9a,meal,dessert,supermarket,groceries,3,10987
601,2,within-subtype,7d,7d,row,boat,clean,house,5,4969
601,3,within-subtype,6c,6c,dirt,cleanliness,sage,ignorance,4,6427
601,4,between-subtype,7a,7h,artist,paint,insured,policy,3,4866
601,5,between-subtype,9g,9c,toddler,walking,bar,drinking,3,6746
601,6,between-subtype,9e,9a,ditch,road,cupboard,dishes,2,6579
601,7,within-subtype,4c,4c,abandon,embrace,attract,repel,4,22867
601,8,between-type,6b,4e,incomprehensible,understood,tedious,interesting,4,6065
601,9,within-subtype,5d,5d,pensive,thought,mad,anger,5,5507
601,10,within-subtype,5d,5d,pensive,thought,lazy,indolence,4,4067
601,11,attention check,,,representations,,simultaneously,,3,5645
601,12,between-subtype,6b,6a,irreparable,fixed,rainbow,monochromatic,4,6016
601,13,between-type,2f,7d,tree,root,brush,teeth,5,5363
601,14,between-type,6h,4e,clean,messy,old,young,6,6139
601,15,between-subtype,2j,2e,husband,bachelorhood,cooking,chopping,3,5922
601,16,between-subtype,5c,5d,scholar,intelligence,lethargic,fatigue,4,4345
601,17,between-type,5c,8f,ice,cold,punch,pain,5,4641
601,18,within-subtype,2a,2a,dog,tail,flashlight,bulb,4,5106
601,19,between-subtype,5e,5c,tree,grow,idiot,stupidity,3,4788
601,20,between-subtype,9d,9e,church,pew,edge,cliff,4,4881
601,21,between-subtype,1e,1c,lake,Erie,fish,trout,3,6450
601,22,attention check,,,coincidence,,knowledgeable,,5,4417
601,23,within-subtype,6h,6h,groom,unkempt,teach,ignorant,4,4743
601,24,between-subtype,9h,9f,text,index,birthday,celebration,3,4515
601,25,within-subtype,7h,7h,charity,donations,marriage,license,5,4282
601,26,between-subtype,3d,3h,hurt,kill,acceleration,speed,3,4283
601,27,between-subtype,1e,1a,prince,Charles,appliance,refrigerator,4,4661
601,28,between-subtype,1b,1e,clothing,sock,ocean,Indian,3,4896
601,29,within-subtype,3a,3a,pants,trousers,boat,ship,5,4092
601,30,within-subtype,1d,1d,clothes,blouses,clothes,shirts,5,4498
601,31,between-subtype,8d,8b,bathe,clean,dirty,bathe,2,6300
601,32,within-subtype,7a,7a,poet,words,blacksmith,iron,3,5987
601,33,attention check,,,anthropologist,,anthropologist,,7,7750
601,34,between-subtype,2g,2j,cocktail,alcohol,butterfly,cocoon,4,4228
601,35,within-subtype,9h,9h,narrative,epilogue,introduction,conclusion,3,4105
601,36,within-subtype,5g,5g,sprint,fast,insult,unkind,4,4123
601,37,within-subtype,3h,3h,waning,sunlight,terror,fear,3,4593
601,38,within-subtype,4h,4h,pimple,skin,miscarriage,pregnancy,3,3971
601,39,within-subtype,9d,9d,laboratory,reagents,kitchen,oven,5,5900
601,40,within-subtype,10c,10c,signature,acknowledgment,recording,sound,3,3835
601,41,within-subtype,2b,2b,band,musician,school,fish,3,4067
601,42,between-subtype,9c,9d,bar,drinking,sew,needle,4,3732
601,43,between-type,2g,5i,lawn,grass,divide,parts,5,3931
601,44,attention check,,,hummingbird,,hummingbird,,7,4793
601,45,within-subtype,9g,9g,adult,job,adulthood,job,5,19867
601,46,within-subtype,7f,7f,gift,recipient,award,winner,4,4346
601,47,between-subtype,7g,7h,paper,pencil,doctor,phd,3,4114
601,48,between-subtype,8e,8d,athlete,medal,breathe,live,4,4548
601,49,between-subtype,8f,8g,fire,warmth,knife,cut,3,4636
601,50,between-subtype,9c,9h,library,studying,title,story,3,4628
601,51,within-subtype,7f,7f,education,student,medal,hero,3,4533
601,52,within-subtype,2h,2h,mother,children,words,letters,3,4192
601,53,between-type,10a,7h,shriek,panic,adoptee,certificate,4,4180
601,54,between-subtype,8a,8g,sweating,odor,shovel,dig,3,5707
602,1,between-subtype,5h,5f,drop,slippery,generous,give,1,9763
602,2,within-subtype,7b,7b,accountant,taxpayer,parent,child,1,8809
602,3,between-type,4e,1a,perplexed,certain,rodent,mouse,1,8447
602,4,between-subtype,7g,7c,carpet,vacuum,surgeon,scalpel,2,13813
602,5,within-subtype,9d,9d,office,telephone,office,computer,7,8820
602,6,within-subtype,8b,8b,tiredness,rest,loneliness,socialize,6,8599
602,7,between-subtype,6b,6a,immovable,shaken,darkness,light,2,8278
602,8,between-subtype,5g,5d,insult,unkind,illogical,confusion,6,15098
602,9,within-subtype,5f,5f,round,roll,golden,gleam,2,9877
602,10,within-subtype,9g,9g,morning,sunrise,elderly,retirement,5,11198
602,11,attention check,,,coincidence,,knowledgeable,,1,7485
602,12,between-subtype,9e,9g,guardrail,highway,senescence,cane,1,7943
602,13,between-subtype,6c,6a,anxiety,contentedness,object,intangible,1,5791
602,14,within-subtype,1a,1a,bird,robin,bush,azalea,7,6115
602,15,within-subtype,3h,3h,rise,tide,flood,water,5,8844
602,16,within-subtype,5d,5d,pensive,thought,drunk,intoxication,1,6682
602,17,within-subtype,7d,7d,write,paper,mend,clothing,7,6177
602,18,between-subtype,8c,8b,monitor,computer,dirty,bathe,1,9111
602,19,within-subtype,8h,8h,immunization,disease,sun,darkness,2,10939
602,20,within-subtype,7e,7e,pay,debtor,preach,parishioner,4,9918
602,21,within-subtype,5c,5c,ice,cold,psychotic,insanity,3,9203
602,22,attention check,,,hummingbird,,hummingbird,,7,7699
602,23,within-subtype,6g,6g,stare,intermittently,insult,kindly,2,18712
602,24,within-subtype,4e,4e,old,young,thin,chubby,5,8844
602,25,within-subtype,5e,5e,tree,grow,boxer,fight,5,5486
602,26,between-type,2b,3e,class,student,child,adult,3,9259
602,27,within-subtype,4d,4d,rise,sink,under,over,7,5709
602,28,within-subtype,7g,7g,paper,pencil,clothes,iron,7,7515
602,29,between-subtype,6g,6h,speed,slowly,wash,dirty,3,7518
602,30,between-subtype,5i,5a,sand,smooth,water,wet,7,5781
602,31,within-subtype,3g,3g,male,female,rooster,hen,7,5391
602,32,between-type,9h,3d,previews,movie,negotiate,blackmail,1,4988
602,33,attention check,,,anthropologist,,anthropologist,,7,5753
602,34,between-subtype,4d,4g,forward,backward,low,up,7,6771
602,35,within-subtype,2f,2f,river,delta,ship,deck,1,5441
602,36,between-subtype,2a,2d,house,room,restaurant,chef,1,7577
602,37,between-subtype,10a,10b,license,permission,yawn,boredom,1,5151
602,38,between-subtype,9h,9i,arrest,trial,foot,shoe,1,5388
602,39,between-subtype,6a,6h,careful,reckless,destroy,alive,2,14110
602,40,within-subtype,6h,6h,cure,disease,teach,ignorant,4,6246
602,41,between-subtype,6h,6a,fill,empty,object,intangible,1,9867
602,42,between-type,7h,6g,teacher,certificate,lie,honestly,1,7687
602,43,between-subtype,5c,5i,invalid,sickness,heat,warm,2,7869
602,44,attention check,,,representations,,simultaneously,,1,6457
602,45,between-type,6a,7h,heat,cold,wife,ring,1,5076
602,46,between-subtype,10f,10e,curtain,window,anthropology,people,1,8370
602,47,between-subtype,5g,5i,withdrawal,timid,eat,satisfaction,4,6661
602,48,between-subtype,4f,4e,earsplitting,quiet,evil,good,1,5045
602,49,within-subtype,9e,9e,margin,paper,edge,cliff,1,12107
602,50,within-subtype,3c,3c,nudging,shoving,wet,saturated,1,5014
602,51,between-subtype,4f,4e,sterile,dirty,perplexed,certain,1,5878
602,52,between-subtype,1a,1c,dog,chihuahua,mammal,gorilla,6,6605
602,53,between-subtype,6g,6h,hurry,lazily,discourage,confident,2,5746
602,54,between-type,4g,6d,bright,dull,elderly,youth,1,4801
603,1,between-subtype,5f,5g,dense,sink,hit,aggressive,3,57525
603,2,between-subtype,9i,9d,hands,gloves,war,weapon,1,29782
603,3,between-subtype,2d,2f,circus,clown,house,roof,6,14289
603,4,within-subtype,7c,7c,mechanic,tools,fairy,wand,7,6792
603,5,between-subtype,2b,2d,library,books,graduation,students,7,10117
603,6,between-subtype,7c,7b,surgeon,scalpel,vet,animal,2,19557
603,7,within-subtype,6f,6f,lethargic,run,inarticulate,express,6,35657
603,8,within-subtype,8d,8d,breathe,live,advertise,promote,7,6729
603,9,between-subtype,5e,5h,water,flow,fix,broken,1,20996
603,10,between-subtype,2b,2i,band,musician,desert,water,1,8702
603,11,attention check,,,representations,,simultaneously,,1,21370
603,12,within-subtype,6d,6d,christian,atheist,childish,mature,7,14025
603,13,between-subtype,5h,5i,repair,broken,poison,die,1,24790
603,14,between-subtype,9f,9c,bedtime,sleeping,store,shopping,7,8433
603,15,between-type,10b,4g,tears,sadness,progressive,stagnant,1,12114
603,16,between-subtype,9e,9i,equator,hemispheres,axle,wheel,6,16782
603,17,within-subtype,1b,1b,seat,chair,furniture,chair,4,84845
603,18,within-subtype,1e,1e,prince,Charles,king,Arthur,7,6991
603,19,between-subtype,9g,9e,puberty,hormones,floor,wall,2,27669
603,20,within-subtype,3g,3g,pen,pencil,father,mother,6,19730
603,21,within-subtype,7g,7g,wall,paint,hair,brush,7,6701
603,22,attention check,,,hummingbird,,hummingbird,,7,9897
603,23,between-subtype,9a,9g,aquarium,fish,senescence,cane,5,65082
603,24,within-subtype,1b,1b,dish,plate,preservative,salt,7,10762
603,25,within-subtype,9b,9b,studio,art,restaurant,meals,7,6949
603,26,between-subtype,3e,3h,child,adult,heat,temperature,1,7655
603,27,between-subtype,9d,9i,garage,wrench,shirt,button,6,20240
603,28,between-type,9i,4c,vine,grape,injure,heal,1,13292
603,29,between-type,7d,5d,paint,canvas,curious,investigation,1,13313
603,30,within-subtype,2i,2i,deaf,hearing,woman,penis,7,24024
603,31,between-type,2i,10a,infinite,end,shriek,panic,1,12738
603,32,between-subtype,7c,7a,writer,pen,florist,flowers,7,12138
603,33,attention check,,,anthropologist,,anthropologist,,7,6242
603,34,within-subtype,9d,9d,office,computer,garage,car,7,11291
603,35,within-subtype,9h,9h,conception,birth,question,answer,7,6692
603,36,between-subtype,7d,7c,clean,floor,chemist,beaker,1,12247
603,37,within-subtype,4a,4a,up,down,slow,fast,7,8299
603,38,between-subtype,3e,3c,baby,adult,fear,panic,1,6453
603,39,between-subtype,6d,6a,plump,thinness,careful,reckless,5,66692
603,40,within-subtype,3c,3c,confident,arrogance,homely,grotesque,6,10734
603,41,between-type,3c,8c,angry,enraged,water,shower,1,6759
603,42,between-type,3h,9f,speed,movement,birthday,celebration,5,13387
603,43,between-subtype,2j,2f,graduate,homework,automobile,trunk,2,30438
603,44,attention check,,,coincidence,,knowledgeable,,1,16625
603,45,between-subtype,7e,7c,treat,patient,doctor,stethoscope,1,12851
603,46,within-subtype,3b,3b,chuckle,guffaw,happiness,joy,5,11752
603,47,within-subtype,4g,4g,enthusiastic,lazy,obey,protest,6,9625
603,48,within-subtype,10b,10b,tears,sadness,kiss,love,7,21372
603,49,between-subtype,8d,8f,shoot,kill,glue,adhesion,7,6798
603,50,within-subtype,7c,7c,hairdresser,comb,pitcher,baseball,7,5933
603,51,within-subtype,1c,1c,container,jug,meat,beef,7,9269
603,52,between-subtype,2b,2a,album,songs,fish,fin,7,10852
603,53,within-subtype,8f,8f,punch,pain,food,nourishment,7,6478
603,54,within-subtype,8c,8c,mouse,computer,battery,flashlight,7,7306
604,1,between-subtype,1d,1b,fish,salmon,clothing,shirt,7,9164
604,2,within-subtype,10a,10a,crown,sovereignty,red,stop,1,6738
604,3,between-type,6c,9f,drought,water,summer,vacation,1,9051
604,4,within-subtype,2b,2b,paragraph,word,senate,senators,5,13692
604,5,within-subtype,2h,2h,employee,job,proprietor,employees,2,13095
604,6,between-subtype,6a,6b,fire,cold,immortal,die,7,6641
604,7,between-subtype,4h,4g,scratch,cd,enthusiastic,lazy,1,9485
604,8,within-subtype,5e,5e,sun,shine,shovel,dig,5,8792
604,9,between-subtype,2j,2e,student,ignorance,cooking,stirring,1,6441
604,10,between-subtype,5b,5a,dusty,dusted,water,wet,1,9019
604,11,attention check,,,anthropologist,,anthropologist,,7,10279
604,12,within-subtype,3b,3b,chuckle,guffaw,shriek,scream,7,7932
604,13,within-subtype,3g,3g,salt,pepper,almond,pecan,1,7097
604,14,within-subtype,10b,10b,yell,anger,wave,acknowledgment,6,7809
604,15,between-subtype,4a,4e,normal,abnormal,lazy,productive,5,18741
604,16,between-subtype,9f,9b,winter,sledding,refinery,oil,1,7158
604,17,within-subtype,10d,10d,prescription,medication,plan,lesson,3,11394
604,18,within-subtype,4e,4e,mobile,inert,lazy,productive,4,10327
604,19,between-subtype,9h,9c,conception,birth,store,shopping,1,7522
604,20,within-subtype,3h,3h,decrescendo,sound,darken,color,4,11465
604,21,between-subtype,6g,6a,cooperate,defiantly,baby,mature,5,11193
604,22,attention check,,,coincidence,,knowledgeable,,1,8251
604,23,between-subtype,5h,5i,repair,broken,divide,parts,1,6182
604,24,between-subtype,1c,1e,beverage,water,state,Virginia,7,12344
604,25,between-type,2b,6d,book,page,old,youth,1,11427
604,26,between-type,7h,2h,doctor,phd,scholar,books,1,6104
604,27,between-subtype,10b,10a,laugh,amusement,green,go,1,7450
604,28,within-subtype,3c,3c,angry,enraged,hot,burning,4,16313
604,29,between-subtype,6d,6h,whole,broken,clean,messy,7,7472
604,30,between-subtype,8d,8a,sleep,rest,injury,pain,5,14060
604,31,within-subtype,3b,3b,affection,love,jog,run,3,11253
604,32,between-subtype,3f,3h,ladder,stairs,goal,score,5,17013
604,33,attention check,,,representations,,simultaneously,,1,8535
604,34,within-subtype,3a,3a,house,dwelling,raise,elevate,7,10004
604,35,within-subtype,9e,9e,shore,lake,bank,river,7,6435
604,36,between-subtype,2d,2i,funeral,corpse,desert,evergreen,1,5876
604,37,between-type,6d,8b,old,young,coldness,shiver,1,6577
604,38,between-subtype,4b,4d,dirty,clean,ahead,behind,5,8141
604,39,between-subtype,2c,2d,body,cell,party,guests,4,9360
604,40,between-subtype,7e,7f,give,receiver,donation,charity,1,9508
604,41,within-subtype,6f,6f,perplexing,understood,cruel,help,6,11852
604,42,between-subtype,9h,9g,introduction,speech,senescence,wheelchair,1,9605
604,43,within-subtype,8h,8h,rest,exhaustion,moisturize,dryness,7,13585
604,44,attention check,,,hummingbird,,hummingbird,,7,5083
604,45,within-subtype,9a,9a,classroom,students,kitchen,food,6,10685
604,46,between-subtype,5b,5h,wooden,burned,consume,edible,1,8769
604,47,within-subtype,9i,9i,axle,wheel,feet,shoes,1,9769
604,48,between-subtype,2h,2f,bird,feathers,supermarket,aisle,4,11364
604,49,between-type,7b,6h,salesperson,buyer,repair,damaged,4,15121
604,50,within-subtype,10e,10e,anatomy,bodies,anatomy,body,5,10929
604,51,within-subtype,2j,2j,retiree,job,widow,husband,6,11351
604,52,within-subtype,7g,7g,lock,key,piano,fingers,5,9133
604,53,within-subtype,10a,10a,cross,faith,wrinkle,age,4,27907
604,54,between-type,5g,2g,withdrawal,timid,meal,food,4,11414
606,1,between-subtype,7d,7c,clean,floor,chemist,beaker,1,15875
606,2,within-subtype,4g,4g,enthusiastic,lazy,obey,protest,4,11927
606,3,between-type,3c,8c,angry,enraged,water,shower,7,6408
606,4,between-type,2i,10a,infinite,end,shriek,panic,4,7501
606,5,within-subtype,1c,1c,container,jug,meat,beef,7,10387
606,6,between-subtype,8d,8f,shoot,kill,glue,adhesion,4,9268
606,7,between-subtype,7e,7c,treat,patient,doctor,stethoscope,1,16717
606,8,between-subtype,9d,9i,garage,wrench,shirt,button,7,7994
606,9,within-subtype,3b,3b,chuckle,guffaw,happiness,joy,4,46631
606,10,between-subtype,3e,3h,child,adult,heat,temperature,1,7832
606,11,attention check,,,coincidence,,knowledgeable,,1,12302
606,12,between-type,3h,9f,speed,movement,birthday,celebration,7,8724
606,13,between-subtype,7c,7b,surgeon,scalpel,vet,animal,1,5615
606,14,between-subtype,2b,2d,library,books,graduation,students,7,10619
606,15,between-subtype,9f,9c,bedtime,sleeping,store,shopping,4,92979
606,16,within-subtype,1e,1e,prince,Charles,king,Arthur,7,5259
606,17,between-subtype,2j,2f,graduate,homework,automobile,trunk,1,6847
606,18,between-subtype,2b,2a,album,songs,fish,fin,7,7399
606,19,between-subtype,7c,7a,writer,pen,florist,flowers,7,6962
606,20,between-type,7d,5d,paint,canvas,curious,investigation,4,19310
606,21,within-subtype,6f,6f,lethargic,run,inarticulate,express,7,7371
606,22,attention check,,,anthropologist,,anthropologist,,7,6850
606,23,within-subtype,10b,10b,tears,sadness,kiss,love,7,5832
606,24,within-subtype,1b,1b,dish,plate,preservative,salt,4,6072
606,25,within-subtype,7c,7c,mechanic,tools,fairy,wand,7,184895
606,26,between-subtype,5e,5h,water,flow,fix,broken,1,5664
606,27,between-type,9i,4c,vine,grape,injure,heal,4,9075
606,28,between-subtype,3e,3c,baby,adult,fear,panic,7,5617
606,29,between-subtype,9a,9g,aquarium,fish,senescence,cane,1,8496
606,30,within-subtype,9d,9d,office,computer,garage,car,7,6068
606,31,between-subtype,2d,2f,circus,clown,house,roof,7,5630
606,32,within-subtype,3c,3c,confident,arrogance,homely,grotesque,7,7553
606,33,attention check,,,representations,,simultaneously,,1,6429
606,34,within-subtype,9b,9b,studio,art,restaurant,meals,7,33826
606,35,between-subtype,5f,5g,dense,sink,hit,aggressive,4,55152
606,36,between-subtype,9i,9d,hands,gloves,war,weapon,7,46800
606,37,within-subtype,4a,4a,up,down,slow,fast,7,5031
606,38,between-subtype,5h,5i,repair,broken,poison,die,1,10144
606,39,within-subtype,7c,7c,hairdresser,comb,pitcher,baseball,7,53155
606,40,within-subtype,8c,8c,mouse,computer,battery,flashlight,7,9025
606,41,between-type,10b,4g,tears,sadness,progressive,stagnant,4,23431
606,42,within-subtype,6d,6d,christian,atheist,childish,mature,4,8881
606,43,within-subtype,8f,8f,punch,pain,food,nourishment,7,5317
606,44,attention check,,,hummingbird,,hummingbird,,7,4981
606,45,within-subtype,2i,2i,deaf,hearing,woman,penis,1,6905
606,46,between-subtype,6d,6a,plump,thinness,careful,reckless,7,6688
606,47,between-subtype,9e,9i,equator,hemispheres,axle,wheel,4,6015
606,48,within-subtype,7g,7g,wall,paint,hair,brush,7,22814
606,49,within-subtype,9h,9h,conception,birth,question,answer,7,6318
606,50,between-subtype,9g,9e,puberty,hormones,floor,wall,4,9454
606,51,between-subtype,2b,2i,band,musician,desert,water,1,79035
606,52,within-subtype,3g,3g,pen,pencil,father,mother,7,4818
606,53,within-subtype,8d,8d,breathe,live,advertise,promote,4,6199
606,54,within-subtype,1b,1b,seat,chair,furniture,chair,1,5530
608,1,between-subtype,5g,5f,paint,artistic,buoyant,float,7,7575
608,2,within-subtype,5a,5a,pillow,soft,bigot,hateful,7,5434
608,3,between-subtype,9i,9f,vine,grape,winter,sledding,7,8549
608,4,between-subtype,2h,2i,scholar,books,famine,food,3,6718
608,5,within-subtype,7c,7c,fairy,wand,mechanic,tools,7,5575
608,6,within-subtype,8c,8c,battery,flashlight,mouse,computer,6,15000
608,7,between-subtype,8c,8h,gas,furnace,immunization,disease,3,5742
608,8,between-subtype,1b,1d,lubricant,oil,clothing,shirts,3,16054
608,9,within-subtype,8b,8b,loneliness,socialize,tiredness,rest,4,23199
608,10,within-subtype,5e,5e,boxer,fight,tree,grow,2,11307
608,11,attention check,,,representations,,simultaneously,,1,7571
608,12,within-subtype,6h,6h,clean,messy,discourage,confident,6,24818
608,13,between-type,6e,3d,doctor,hurt,persuade,coerce,1,10946
608,14,within-subtype,6h,6h,teach,ignorant,cure,disease,1,12006
608,15,between-type,5d,7d,curious,investigation,paint,canvas,3,23526
608,16,between-subtype,9c,9a,kitchen,cooking,closet,clothing,7,7252
608,17,between-subtype,5f,5c,unstable,fall,ice,cold,4,23886
608,18,between-type,7d,2f,brush,teeth,tree,root,3,21116
608,19,between-subtype,6a,6d,integrity,dishonest,invincible,defeated,3,22291
608,20,between-subtype,2c,2i,book,page,unemployed,job,1,4668
608,21,between-subtype,10a,10b,green,go,laugh,amusement,5,8599
608,22,attention check,,,anthropologist,,anthropologist,,7,5555
608,23,between-subtype,2h,2j,mall,shops,widow,husband,1,6162
608,24,between-type,6d,2b,old,youth,book,page,1,4389
608,25,within-subtype,7e,7e,pay,debtor,preach,disciple,6,7022
608,26,between-subtype,2b,2h,class,student,bird,feathers,6,11267
608,27,between-subtype,8f,8d,exercise,fitness,buy,own,6,5692
608,28,between-subtype,2d,2a,restaurant,chef,house,room,3,27870
608,29,within-subtype,1d,1d,clothes,shirts,clothes,blouses,6,7661
608,30,between-subtype,2i,2b,ocean,dryness,arsenal,weapons,1,9440
608,31,within-subtype,7c,7c,barber,scissors,programmer,computer,6,5415
608,32,between-type,1a,9h,animal,pig,narrative,epilogue,5,5755
608,33,attention check,,,coincidence,,knowledgeable,,1,6302
608,34,between-subtype,3h,3d,acceleration,speed,hurt,kill,5,7431
608,35,between-subtype,6a,6b,rainbow,monochromatic,irreparable,fixed,7,16080
608,36,within-subtype,3c,3c,nudging,shoving,attraction,lust,5,6386
608,37,within-subtype,10a,10a,crown,royalty,diploma,education,3,35173
608,38,within-subtype,3c,3c,chilled,hypothermia,breathe,hyperventilate,1,6678
608,39,between-type,2h,7h,scholar,books,doctor,phd,1,6655
608,40,within-subtype,2d,2d,carnival,rides,zoo,animal,7,5422
608,41,between-subtype,5h,5e,fix,broken,water,flow,1,23606
608,42,within-subtype,9g,9g,toddler,walking,infancy,pacifier,2,6667
608,43,between-subtype,9h,9c,title,story,library,studying,2,14859
608,44,attention check,,,hummingbird,,hummingbird,,7,6662
608,45,between-subtype,7c,7d,chemist,beaker,clean,floor,1,17283
608,46,between-subtype,6g,6f,yell,softly,angry,smile,6,10250
608,47,between-subtype,4e,4f,evil,good,earsplitting,quiet,6,48857
608,48,within-subtype,9f,9f,war,destruction,winter,cold,7,58254
608,49,within-subtype,4h,4h,deafness,hearing,gap,teeth,1,5530
608,50,within-subtype,7a,7a,blacksmith,iron,poet,words,6,5682
608,51,within-subtype,2b,2b,senate,senators,paragraph,word,7,12171
608,52,within-subtype,7d,7d,paint,canvas,cook,food,5,15104
608,53,within-subtype,4d,4d,under,over,rise,sink,7,20789
608,54,within-subtype,7h,7h,marriage,license,charity,donations,1,26256
609,1,between-subtype,5d,5c,lethargic,fatigue,scholar,intelligence,4,27488
609,2,within-subtype,3h,3h,darken,color,decrescendo,sound,1,6087
609,3,between-subtype,8a,8d,injury,pain,sleep,rest,4,4699
609,4,within-subtype,5f,5f,golden,gleam,cowardly,surrender,7,7164
609,5,between-subtype,8f,8d,glue,adhesion,shoot,kill,6,9596
609,6,between-type,9f,6c,summer,vacation,drought,water,1,6563
609,7,between-subtype,4g,4d,low,up,forward,backward,7,6052
609,8,between-subtype,6a,6d,careful,reckless,plump,thinness,7,6107
609,9,within-subtype,1e,1e,lake,Michigan,state,Virginia,7,5828
609,10,between-subtype,5d,5f,provocative,controversy,hot,burn,7,5860
609,11,attention check,,,anthropologist,,anthropologist,,7,7896
609,12,within-subtype,9i,9i,feet,shoes,axle,wheel,7,5792
609,13,within-subtype,9e,9e,baseboard,wall,bank,river,7,7843
609,14,within-subtype,5g,5g,withdrawal,timid,kissing,loving,7,4659
609,15,within-subtype,7b,7b,parent,child,accountant,taxpayer,3,7668
609,16,between-subtype,9f,9h,birthday,celebration,text,index,6,5404
609,17,between-subtype,2j,2g,butterfly,cocoon,cocktail,alcohol,5,7579
609,18,between-subtype,2c,2j,book,chapter,criminal,lawfulness,6,7027
609,19,between-type,1a,4e,rodent,mouse,perplexed,certain,1,5643
609,20,between-subtype,2f,2h,supermarket,aisle,bird,feathers,7,6524
609,21,within-subtype,1b,1b,preservative,salt,dish,plate,6,4972
609,22,attention check,,,coincidence,,knowledgeable,,1,7911
609,23,within-subtype,3g,3g,rooster,hen,male,female,7,4725
609,24,between-subtype,9d,9i,war,weapon,neck,necklace,7,15776
609,25,within-subtype,9g,9g,adulthood,job,adult,job,3,5708
609,26,between-subtype,6h,6d,clean,messy,whole,broken,7,4932
609,27,within-subtype,10f,10f,curtain,window,bushes,trap,2,5659
609,28,within-subtype,5c,5c,winner,victory,pacifist,peace,4,5379
609,29,within-subtype,10b,10b,kiss,love,tears,sadness,7,4796
609,30,between-type,6h,7b,repair,damaged,salesperson,buyer,7,20187
609,31,within-subtype,10d,10d,choreography,performance,map,journey,7,4971
609,32,within-subtype,8d,8d,wash,clean,buy,own,6,12540
609,33,attention check,,,representations,,simultaneously,,1,6087
609,34,within-subtype,4e,4e,precise,clumsy,tall,short,7,5148
609,35,between-subtype,5a,5h,paper,flimsy,help,helpless,2,5755
609,36,between-subtype,5g,5f,hit,aggressive,dense,sink,3,5611
609,37,within-subtype,6d,6d,invincible,defeated,christian,atheist,7,5036
609,38,within-subtype,10f,10f,wrapper,package,hat,hair,7,6531
609,39,between-subtype,3h,3f,goal,score,ladder,stairs,5,10804
609,40,within-subtype,2a,2a,flashlight,bulb,dog,tail,4,4627
609,41,within-subtype,5a,5a,sunburn,painful,fire,heat,7,6372
609,42,between-subtype,5f,5d,sturdy,strong,happy,contentment,6,4532
609,43,between-type,8d,4f,speak,communicate,catastrophic,beneficial,1,5413
609,44,attention check,,,hummingbird,,hummingbird,,7,4582
609,45,between-subtype,5d,5g,illogical,confusion,insult,unkind,7,6492
609,46,between-subtype,3b,3g,love,adore,canoe,kayak,6,4780
609,47,between-subtype,2i,2d,desert,evergreen,funeral,corpse,1,5331
609,48,between-subtype,3b,3c,silt,sediment,angry,enraged,6,4508
609,49,between-subtype,3h,3e,heat,temperature,child,adult,1,4940
609,50,within-subtype,7a,7a,florist,flowers,butcher,meat,7,4340
609,51,between-subtype,2i,2b,desert,water,band,musician,1,201462
609,52,within-subtype,2g,2g,wine,alcohol,atmosphere,gas,5,4860
609,53,between-type,3c,4e,wet,saturated,tall,short,1,4436
609,54,between-type,6d,4g,elderly,youth,bright,dull,7,4764
610,1,between-subtype,2g,2j,cocktail,alcohol,butterfly,cocoon,6,4766
610,2,within-subtype,5d,5d,pensive,thought,mad,anger,4,4346
610,3,within-subtype,10c,10c,signature,acknowledgment,recording,sound,5,4975
610,4,between-type,10a,7h,shriek,panic,adoptee,certificate,2,10362
610,5,within-subtype,3a,3a,pants,trousers,boat,ship,6,4955
610,6,between-subtype,2j,2e,husband,bachelorhood,cooking,chopping,2,4052
610,7,between-subtype,9e,9a,ditch,road,cupboard,dishes,6,8728
610,8,between-subtype,6b,6a,irreparable,fixed,rainbow,monochromatic,3,4938
610,9,between-subtype,8a,8g,sweating,odor,shovel,dig,5,4306
610,10,between-subtype,5e,5c,tree,grow,idiot,stupidity,6,5027
610,11,attention check,,,representations,,simultaneously,,2,5189
